0	0	2.0
1	0	3.3
1	1	3.39
2	0	5.31
2	1	5.76
2	2	5.55
3	0	7.42
3	1	7.24
3	2	7.24
3	3	6.75
4	0	6.95
4	1	6.99
4	2	7.15
4	3	7.32
4	4	6.98
5	0	6.62
5	1	6.49
5	2	6.74
5	3	6.68
5	4	6.67
5	5	6.82
6	0	6.27
6	1	6.22
6	2	6.28
6	3	6.15
6	4	6.37
6	5	6.11
6	6	6.39
7	0	5.74
7	1	5.83
7	2	5.76
7	3	5.86
7	4	5.65
7	5	5.8
7	6	5.85
7	7	5.93
8	0	5.51
8	1	5.38
8	2	5.54
8	3	5.55
8	4	5.44
8	5	5.39
8	6	5.39
8	7	5.53
8	8	5.45
9	0	5.21
9	1	5.29
9	2	5.25
9	3	5.23
9	4	5.16
9	5	5.21
9	6	5.26
9	7	5.25
9	8	5.22
9	9	5.19
10	0	5.04
10	1	5.04
10	2	4.99
10	3	5.07
10	4	5.06
10	5	5.06
10	6	5.14
10	7	5.07
10	8	5.03
10	9	5.08
10	10	5.1
11	0	4.96
11	1	4.88
11	2	4.87
11	3	4.9
11	4	4.92
11	5	4.96
11	6	4.86
11	7	4.9
11	8	5.01
11	9	4.99
11	10	4.92
11	11	4.93
12	0	4.87
12	1	4.82
12	2	4.83
12	3	4.85
12	4	4.9
12	5	4.77
12	6	4.84
12	7	4.79
12	8	4.72
12	9	4.79
12	10	4.84
12	11	4.84
12	12	4.87
13	0	4.75
13	1	4.71
13	2	4.66
13	3	4.66
13	4	4.68
13	5	4.72
13	6	4.72
13	7	4.67
13	8	4.68
13	9	4.72
13	10	4.74
13	11	4.7
13	12	4.66
13	13	4.69
14	0	4.46
14	1	4.49
14	2	4.52
14	3	4.55
14	4	4.52
14	5	4.5
14	6	4.52
14	7	4.54
14	8	4.47
14	9	4.6
14	10	4.47
14	11	4.43
14	12	4.49
14	13	4.61
14	14	4.5
15	0	4.41
15	1	4.35
15	2	4.38
15	3	4.41
15	4	4.35
15	5	4.39
15	6	4.42
15	7	4.35
15	8	4.34
15	9	4.34
15	10	4.42
15	11	4.37
15	12	4.32
15	13	4.34
15	14	4.35
15	15	4.37
16	0	4.22
16	1	4.23
16	2	4.28
16	3	4.27
16	4	4.25
16	5	4.22
16	6	4.29
16	7	4.28
16	8	4.22
16	9	4.25
16	10	4.29
16	11	4.21
16	12	4.27
16	13	4.26
16	14	4.27
16	15	4.33
16	16	4.18
17	0	4.16
17	1	4.15
17	2	4.18
17	3	4.21
17	4	4.15
17	5	4.15
17	6	4.16
17	7	4.19
17	8	4.19
17	9	4.16
17	10	4.17
17	11	4.16
17	12	4.16
17	13	4.16
17	14	4.14
17	15	4.19
17	16	4.22
17	17	4.15
18	0	4.07
18	1	4.04
18	2	4.05
18	3	4.11
18	4	4.1
18	5	4.08
18	6	4.06
18	7	4.09
18	8	4.12
18	9	4.11
18	10	4.1
18	11	4.13
18	12	4.18
18	13	4.12
18	14	4.12
18	15	4.04
18	16	4.13
18	17	4.08
18	18	4.11
19	0	4.06
19	1	4.03
19	2	4.03
19	3	4.01
19	4	4.08
19	5	4.01
19	6	4.05
19	7	4.08
19	8	4.07
19	9	4.03
19	10	4.05
19	11	4.03
19	12	4.04
19	13	4.03
19	14	4.07
19	15	4.03
19	16	4.03
19	17	4.06
19	18	4.09
19	19	4.07
20	0	4.04
20	1	4.05
20	2	4.03
20	3	4.04
20	4	4.02
20	5	4.03
20	6	4.01
20	7	4.01
20	8	4.05
20	9	4.04
20	10	4.01
20	11	4.03
20	12	4.02
20	13	4.03
20	14	4.05
20	15	4.08
20	16	4.04
20	17	4.01
20	18	4.04
20	19	4.0
20	20	4.03
21	0	4.0
21	1	4.02
21	2	4.03
21	3	4.02
21	4	4.01
21	5	4.01
21	6	4.0
21	7	4.0
21	8	4.01
21	9	4.03
21	10	4.03
21	11	4.02
21	12	4.04
21	13	4.03
21	14	4.0
21	15	4.02
21	16	4.01
21	17	4.0
21	18	4.02
21	19	4.01
21	20	4.03
21	21	4.02
22	0	4.01
22	1	4.02
22	2	4.0
22	3	4.01
22	4	4.01
22	5	4.01
22	6	4.01
22	7	4.0
22	8	4.01
22	9	4.0
22	10	4.0
22	11	4.02
22	12	4.01
22	13	4.0
22	14	4.0
22	15	4.0
22	16	4.02
22	17	4.02
22	18	4.0
22	19	3.99
22	20	4.02
22	21	4.01
22	22	4.02
23	0	4.01
23	1	4.0
23	2	4.0
23	3	4.0
23	4	4.01
23	5	4.0
23	6	3.99
23	7	4.0
23	8	4.0
23	9	4.0
23	10	4.0
23	11	4.02
23	12	3.99
23	13	4.01
23	14	4.0
23	15	4.0
23	16	4.0
23	17	4.01
23	18	3.99
23	19	3.99
23	20	4.0
23	21	4.0
23	22	4.0
23	23	4.0
24	0	4.0
24	1	4.0
24	2	4.0
24	3	4.0
24	4	4.0
24	5	4.0
24	6	4.0
24	7	4.0
24	8	4.01
24	9	4.0
24	10	4.0
24	11	4.0
24	12	4.0
24	13	4.0
24	14	4.0
24	15	4.01
24	16	4.0
24	17	4.02
24	18	4.0
24	19	4.0
24	20	4.0
24	21	4.01
24	22	4.0
24	23	4.0
24	24	4.0
25	0	4.0
25	1	4.0
25	2	4.0
25	3	4.0
25	4	4.0
25	5	4.0
25	6	4.0
25	7	3.99
25	8	4.0
25	9	4.01
25	10	4.0
25	11	4.0
25	12	4.01
25	13	4.0
25	14	4.0
25	15	4.0
25	16	4.0
25	17	4.01
25	18	4.0
25	19	4.0
25	20	4.0
25	21	4.0
25	22	4.0
25	23	4.0
25	24	4.0
25	25	3.99
26	0	3.99
26	1	4.0
26	2	4.0
26	3	4.0
26	4	4.0
26	5	4.0
26	6	4.0
26	7	4.0
26	8	4.0
26	9	4.0
26	10	4.0
26	11	4.0
26	12	4.0
26	13	4.0
26	14	4.0
26	15	4.0
26	16	4.0
26	17	4.0
26	18	3.98
26	19	4.0
26	20	4.0
26	21	3.99
26	22	4.0
26	23	4.0
26	24	4.0
26	25	4.0
26	26	4.0
27	0	4.0
27	1	4.0
27	2	4.0
27	3	4.0
27	4	4.0
27	5	4.0
27	6	4.0
27	7	4.0
27	8	4.0
27	9	4.0
27	10	4.0
27	11	4.0
27	12	4.0
27	13	4.0
27	14	4.0
27	15	4.0
27	16	4.0
27	17	4.01
27	18	3.99
27	19	3.99
27	20	4.0
27	21	4.0
27	22	4.0
27	23	3.99
27	24	4.0
27	25	4.0
27	26	4.0
27	27	4.0
28	0	4.0
28	1	4.0
28	2	4.0
28	3	4.0
28	4	4.0
28	5	4.0
28	6	4.0
28	7	3.98
28	8	4.0
28	9	4.0
28	10	4.0
28	11	4.0
28	12	4.0
28	13	4.0
28	14	4.0
28	15	4.0
28	16	4.0
28	17	4.0
28	18	4.0
28	19	3.99
28	20	4.0
28	21	4.0
28	22	4.0
28	23	4.0
28	24	3.99
28	25	4.0
28	26	4.0
28	27	4.0
28	28	4.0
29	0	3.99
29	1	4.0
29	2	4.0
29	3	4.0
29	4	4.0
29	5	4.0
29	6	4.0
29	7	4.0
29	8	4.0
29	9	4.0
29	10	4.0
29	11	4.0
29	12	4.0
29	13	4.0
29	14	4.0
29	15	4.0
29	16	4.0
29	17	4.0
29	18	4.0
29	19	4.0
29	20	4.0
29	21	4.0
29	22	4.0
29	23	4.0
29	24	4.0
29	25	4.0
29	26	4.0
29	27	4.0
29	28	4.0
29	29	3.99
30	0	4.0
30	1	4.0
30	2	4.0
30	3	4.0
30	4	4.0
30	5	4.0
30	6	4.0
30	7	3.99
30	8	3.99
30	9	4.0
30	10	3.99
30	11	4.0
30	12	4.0
30	13	4.0
30	14	4.0
30	15	4.0
30	16	4.0
30	17	3.99
30	18	4.0
30	19	4.0
30	20	4.0
30	21	4.0
30	22	4.0
30	23	3.99
30	24	4.0
30	25	3.99
30	26	4.0
30	27	4.0
30	28	4.0
30	29	4.0
30	30	4.0
31	0	4.0
31	1	4.0
31	2	4.0
31	3	4.0
31	4	4.0
31	5	3.99
31	6	3.99
31	7	4.0
31	8	4.0
31	9	4.0
31	10	4.0
31	11	4.0
31	12	4.0
31	13	4.0
31	14	4.0
31	15	4.0
31	16	4.0
31	17	4.0
31	18	4.0
31	19	4.0
31	20	4.0
31	21	4.0
31	22	4.0
31	23	4.0
31	24	4.0
31	25	4.0
31	26	3.99
31	27	4.0
31	28	4.0
31	29	4.0
31	30	4.0
31	31	4.0
32	0	4.0
32	1	3.99
32	2	3.99
32	3	4.0
32	4	4.0
32	5	4.0
32	6	4.0
32	7	4.0
32	8	4.0
32	9	4.0
32	10	4.0
32	11	4.0
32	12	4.0
32	13	4.0
32	14	4.0
32	15	4.0
32	16	3.99
32	17	3.99
32	18	4.0
32	19	4.0
32	20	4.0
32	21	4.0
32	22	3.99
32	23	4.0
32	24	4.0
32	25	4.0
32	26	3.99
32	27	4.0
32	28	4.0
32	29	4.0
32	30	4.0
32	31	4.0
32	32	4.0
33	0	4.0
33	1	4.0
33	2	4.0
33	3	4.0
33	4	4.0
33	5	4.0
33	6	4.0
33	7	4.0
33	8	4.0
33	9	4.0
33	10	4.0
33	11	4.0
33	12	4.0
33	13	4.0
33	14	4.0
33	15	4.0
33	16	4.0
33	17	4.0
33	18	4.0
33	19	4.0
33	20	4.0
33	21	4.0
33	22	4.0
33	23	4.0
33	24	4.0
33	25	4.0
33	26	4.0
33	27	4.0
33	28	4.0
33	29	4.0
33	30	4.0
33	31	3.99
33	32	4.0
33	33	4.0
34	0	4.0
34	1	4.0
34	2	4.0
34	3	4.0
34	4	4.0
34	5	4.0
34	6	4.0
34	7	4.0
34	8	4.0
34	9	3.99
34	10	4.0
34	11	4.0
34	12	4.0
34	13	4.0
34	14	4.0
34	15	4.0
34	16	4.0
34	17	4.0
34	18	4.0
34	19	4.0
34	20	3.99
34	21	4.0
34	22	4.0
34	23	4.0
34	24	3.99
34	25	4.0
34	26	3.98
34	27	4.0
34	28	4.0
34	29	4.0
34	30	4.0
34	31	4.0
34	32	4.0
34	33	3.99
34	34	4.0
35	0	3.99
35	1	4.0
35	2	4.0
35	3	4.0
35	4	4.0
35	5	4.0
35	6	4.0
35	7	4.0
35	8	4.0
35	9	4.0
35	10	4.0
35	11	3.99
35	12	4.0
35	13	4.0
35	14	3.99
35	15	4.0
35	16	4.0
35	17	4.0
35	18	3.99
35	19	4.0
35	20	4.0
35	21	4.0
35	22	4.0
35	23	3.99
35	24	4.0
35	25	3.99
35	26	4.0
35	27	4.0
35	28	4.0
35	29	4.0
35	30	4.0
35	31	4.0
35	32	4.0
35	33	4.0
35	34	4.0
35	35	4.0
36	0	4.0
36	1	4.0
36	2	4.0
36	3	4.0
36	4	4.0
36	5	4.0
36	6	4.0
36	7	4.0
36	8	4.0
36	9	3.99
36	10	4.0
36	11	4.0
36	12	4.0
36	13	4.0
36	14	4.0
36	15	4.0
36	16	4.0
36	17	4.0
36	18	4.0
36	19	4.0
36	20	4.0
36	21	4.0
36	22	4.0
36	23	4.0
36	24	4.0
36	25	4.0
36	26	4.0
36	27	4.0
36	28	4.0
36	29	3.99
36	30	3.99
36	31	4.0
36	32	3.99
36	33	4.0
36	34	4.0
36	35	4.0
36	36	4.0
37	0	4.0
37	1	3.99
37	2	4.0
37	3	4.0
37	4	4.0
37	5	4.0
37	6	4.0
37	7	4.0
37	8	4.0
37	9	4.0
37	10	4.0
37	11	3.99
37	12	4.0
37	13	4.0
37	14	4.0
37	15	4.0
37	16	4.0
37	17	4.0
37	18	4.0
37	19	4.0
37	20	4.0
37	21	4.0
37	22	4.0
37	23	4.0
37	24	4.0
37	25	4.0
37	26	4.0
37	27	4.0
37	28	4.0
37	29	4.0
37	30	4.0
37	31	4.0
37	32	4.0
37	33	4.0
37	34	4.0
37	35	4.0
37	36	4.0
37	37	4.0
38	0	4.0
38	1	4.0
38	2	4.0
38	3	4.0
38	4	4.0
38	5	4.0
38	6	4.0
38	7	4.0
38	8	4.0
38	9	4.0
38	10	4.0
38	11	4.0
38	12	4.0
38	13	4.0
38	14	4.0
38	15	4.0
38	16	4.0
38	17	4.0
38	18	4.0
38	19	4.0
38	20	4.0
38	21	4.0
38	22	4.0
38	23	4.0
38	24	4.0
38	25	4.0
38	26	4.0
38	27	4.0
38	28	4.0
38	29	4.0
38	30	4.0
