0	0	0.08
1	0	0.08
1	1	0.08
2	0	0.08
2	1	0.08
2	2	0.08
3	0	0.08
3	1	0.08
3	2	0.08
3	3	0.08
4	0	0.08
4	1	0.08
4	2	0.08
4	3	0.08
4	4	0.08
5	0	0.08
5	1	0.08
5	2	0.08
5	3	0.08
5	4	0.08
5	5	0.08
6	0	0.08
6	1	0.08
6	2	0.08
6	3	0.08
6	4	0.08
6	5	0.08
6	6	0.08
7	0	0.08
7	1	0.08
7	2	0.08
7	3	0.08
7	4	0.08
7	5	0.08
7	6	0.08
7	7	0.08
8	0	0.08
8	1	0.08
8	2	0.08
8	3	0.08
8	4	0.08
8	5	0.08
8	6	0.08
8	7	0.08
8	8	0.08
9	0	0.08
9	1	0.08
9	2	0.08
9	3	0.08
9	4	0.08
9	5	0.08
9	6	0.08
9	7	0.08
9	8	0.08
9	9	0.08
10	0	0.08
10	1	0.08
10	2	0.08
10	3	0.08
10	4	0.08
10	5	0.08
10	6	0.08
10	7	0.08
10	8	0.08
10	9	0.08
10	10	0.08
11	0	0.08
11	1	0.08
11	2	0.08
11	3	0.08
11	4	0.08
11	5	0.08
11	6	0.08
11	7	0.08
11	8	0.08
11	9	0.08
11	10	0.08
11	11	0.08
12	0	0.08
12	1	0.08
12	2	0.08
12	3	0.08
12	4	0.08
12	5	0.08
12	6	0.08
12	7	0.08
12	8	0.08
12	9	0.08
12	10	0.08
12	11	0.08
12	12	0.08
13	0	0.08
13	1	0.08
13	2	0.08
13	3	0.08
13	4	0.08
13	5	0.08
13	6	0.08
13	7	0.08
13	8	0.08
13	9	0.08
13	10	0.08
13	11	0.08
13	12	0.08
13	13	0.08
14	0	0.08
14	1	0.08
14	2	0.08
14	3	0.08
14	4	0.08
14	5	0.08
14	6	0.08
14	7	0.08
14	8	0.08
14	9	0.08
14	10	0.08
14	11	0.08
14	12	0.08
14	13	0.08
14	14	0.08
15	0	0.08
15	1	0.08
15	2	0.08
15	3	0.08
15	4	0.08
15	5	0.08
15	6	0.08
15	7	0.08
15	8	0.08
15	9	0.08
15	10	0.08
15	11	0.08
15	12	0.08
15	13	0.08
15	14	0.08
15	15	0.08
16	0	0.08
16	1	0.08
16	2	0.08
16	3	0.08
16	4	0.08
16	5	0.08
16	6	0.08
16	7	0.08
16	8	0.08
16	9	0.08
16	10	0.08
16	11	0.08
16	12	0.08
16	13	0.08
16	14	0.08
16	15	0.08
16	16	0.08
17	0	0.08
17	1	0.08
17	2	0.08
17	3	0.08
17	4	0.08
17	5	0.08
17	6	0.08
17	7	0.08
17	8	0.08
17	9	0.08
17	10	0.08
17	11	0.08
17	12	0.08
17	13	0.08
17	14	0.08
17	15	0.08
17	16	0.08
17	17	0.08
18	0	0.08
18	1	0.08
18	2	0.08
18	3	0.08
18	4	0.08
18	5	0.08
18	6	0.08
18	7	0.08
18	8	0.08
18	9	0.08
18	10	0.08
18	11	0.08
18	12	0.08
18	13	0.08
18	14	0.08
18	15	0.08
18	16	0.08
18	17	0.08
18	18	0.08
19	0	0.08
19	1	0.08
19	2	0.08
19	3	0.08
19	4	0.08
19	5	0.08
19	6	0.08
19	7	0.07
19	8	0.08
19	9	0.08
19	10	0.08
19	11	0.08
19	12	0.08
19	13	0.08
19	14	0.08
19	15	0.08
19	16	0.08
19	17	0.08
19	18	0.08
19	19	0.08
20	0	0.08
20	1	0.08
20	2	0.08
20	3	0.08
20	4	0.08
20	5	0.08
20	6	0.08
20	7	0.08
20	8	0.08
20	9	0.08
20	10	0.08
20	11	0.08
20	12	0.08
20	13	0.08
20	14	0.08
20	15	0.08
20	16	0.08
20	17	0.08
20	18	0.08
20	19	0.08
20	20	0.08
21	0	0.08
21	1	0.08
21	2	0.08
21	3	0.08
21	4	0.08
21	5	0.08
21	6	0.08
21	7	0.08
21	8	0.08
21	9	0.08
21	10	0.08
21	11	0.08
21	12	0.08
21	13	0.08
21	14	0.08
21	15	0.08
21	16	0.08
21	17	0.08
21	18	0.08
21	19	0.08
21	20	0.08
21	21	0.08
22	0	0.08
22	1	0.08
22	2	0.08
22	3	0.08
22	4	0.08
22	5	0.08
22	6	0.08
22	7	0.08
22	8	0.08
22	9	0.08
22	10	0.08
22	11	0.08
22	12	0.08
22	13	0.08
22	14	0.08
22	15	0.08
22	16	0.08
22	17	0.08
22	18	0.08
22	19	0.08
22	20	0.08
22	21	0.08
22	22	0.08
23	0	0.08
23	1	0.08
23	2	0.08
23	3	0.08
23	4	0.08
23	5	0.08
23	6	0.08
23	7	0.08
23	8	0.08
23	9	0.08
23	10	0.08
23	11	0.08
23	12	0.08
23	13	0.08
23	14	0.08
23	15	0.08
23	16	0.08
23	17	0.08
23	18	0.08
23	19	0.08
23	20	0.08
23	21	0.08
23	22	0.08
23	23	0.08
24	0	0.08
24	1	0.08
24	2	0.08
24	3	0.08
24	4	0.08
24	5	0.08
24	6	0.08
24	7	0.08
24	8	0.08
24	9	0.08
24	10	0.08
24	11	0.08
24	12	0.08
24	13	0.08
24	14	0.08
24	15	0.08
24	16	0.08
24	17	0.08
24	18	0.08
24	19	0.08
24	20	0.08
24	21	0.08
24	22	0.08
24	23	0.08
24	24	0.08
25	0	0.08
25	1	0.08
25	2	0.08
25	3	0.08
25	4	0.08
25	5	0.08
25	6	0.08
25	7	0.08
25	8	0.08
25	9	0.08
25	10	0.08
25	11	0.08
25	12	0.08
25	13	0.08
25	14	0.08
25	15	0.08
25	16	0.08
25	17	0.08
25	18	0.08
25	19	0.08
25	20	0.08
25	21	0.08
25	22	0.08
25	23	0.08
25	24	0.08
25	25	0.08
26	0	0.08
26	1	0.08
26	2	0.08
26	3	0.08
26	4	0.08
26	5	0.08
26	6	0.08
26	7	0.08
26	8	0.08
26	9	0.08
26	10	0.08
26	11	0.08
26	12	0.08
26	13	0.08
26	14	0.08
26	15	0.08
26	16	0.08
26	17	0.08
26	18	0.08
26	19	0.08
26	20	0.08
26	21	0.08
26	22	0.08
26	23	0.08
26	24	0.08
26	25	0.08
26	26	0.08
27	0	0.08
27	1	0.08
27	2	0.08
27	3	0.08
27	4	0.08
27	5	0.08
27	6	0.08
27	7	0.08
27	8	0.08
27	9	0.08
27	10	0.08
27	11	0.08
27	12	0.08
27	13	0.08
27	14	0.08
27	15	0.08
27	16	0.08
27	17	0.08
27	18	0.08
27	19	0.08
27	20	0.08
27	21	0.08
27	22	0.08
27	23	0.08
27	24	0.08
27	25	0.08
27	26	0.08
27	27	0.08
28	0	0.08
28	1	0.08
28	2	0.08
28	3	0.08
28	4	0.08
28	5	0.08
28	6	0.08
28	7	0.08
28	8	0.08
28	9	0.08
28	10	0.08
28	11	0.08
28	12	0.08
28	13	0.08
28	14	0.08
28	15	0.08
28	16	0.08
28	17	0.08
28	18	0.08
28	19	0.08
28	20	0.08
28	21	0.08
28	22	0.08
28	23	0.08
28	24	0.08
28	25	0.08
28	26	0.08
28	27	0.08
28	28	0.08
29	0	0.08
29	1	0.08
29	2	0.08
29	3	0.08
29	4	0.08
29	5	0.08
29	6	0.08
29	7	0.07
29	8	0.08
29	9	0.08
29	10	0.08
29	11	0.08
29	12	0.08
29	13	0.08
29	14	0.08
29	15	0.08
29	16	0.08
29	17	0.08
29	18	0.08
29	19	0.08
29	20	0.08
29	21	0.08
29	22	0.08
29	23	0.08
29	24	0.08
29	25	0.08
29	26	0.08
29	27	0.08
29	28	0.08
29	29	0.08
30	0	0.08
30	1	0.08
30	2	0.08
30	3	0.08
30	4	0.08
30	5	0.08
30	6	0.08
30	7	0.08
30	8	0.08
30	9	0.08
30	10	0.08
30	11	0.08
30	12	0.08
30	13	0.08
30	14	0.08
30	15	0.08
30	16	0.08
30	17	0.08
30	18	0.08
30	19	0.08
30	20	0.08
30	21	0.08
30	22	0.08
30	23	0.08
30	24	0.08
30	25	0.08
30	26	0.08
30	27	0.08
30	28	0.08
30	29	0.08
30	30	0.08
31	0	0.08
31	1	0.08
31	2	0.08
31	3	0.08
31	4	0.08
31	5	0.08
31	6	0.08
31	7	0.08
31	8	0.08
31	9	0.08
31	10	0.08
31	11	0.08
31	12	0.08
31	13	0.08
31	14	0.08
31	15	0.08
31	16	0.08
31	17	0.08
31	18	0.08
31	19	0.08
31	20	0.08
31	21	0.08
31	22	0.08
31	23	0.08
31	24	0.08
31	25	0.08
31	26	0.08
31	27	0.08
31	28	0.08
31	29	0.08
31	30	0.08
31	31	0.08
32	0	0.08
32	1	0.08
32	2	0.08
32	3	0.08
32	4	0.08
32	5	0.08
32	6	0.08
32	7	0.08
32	8	0.08
32	9	0.08
32	10	0.08
32	11	0.08
32	12	0.08
32	13	0.08
32	14	0.08
32	15	0.08
32	16	0.08
32	17	0.08
32	18	0.08
32	19	0.08
32	20	0.08
32	21	0.08
32	22	0.08
32	23	0.08
32	24	0.08
32	25	0.08
32	26	0.08
32	27	0.08
32	28	0.08
32	29	0.08
32	30	0.08
32	31	0.08
32	32	0.08
33	0	0.08
33	1	0.08
33	2	0.08
33	3	0.08
33	4	0.08
33	5	0.08
33	6	0.08
33	7	0.08
33	8	0.08
33	9	0.08
33	10	0.08
33	11	0.08
33	12	0.08
33	13	0.08
33	14	0.08
33	15	0.08
33	16	0.08
33	17	0.08
33	18	0.08
33	19	0.08
33	20	0.08
33	21	0.08
33	22	0.08
33	23	0.08
33	24	0.08
33	25	0.08
33	26	0.08
33	27	0.08
33	28	0.08
33	29	0.08
33	30	0.08
33	31	0.08
33	32	0.08
33	33	0.08
34	0	0.08
34	1	0.08
34	2	0.08
34	3	0.08
34	4	0.08
34	5	0.08
34	6	0.08
34	7	0.08
34	8	0.08
34	9	0.08
34	10	0.08
34	11	0.08
34	12	0.08
34	13	0.08
34	14	0.08
34	15	0.08
34	16	0.08
34	17	0.08
34	18	0.08
34	19	0.08
34	20	0.08
34	21	0.08
34	22	0.08
34	23	0.08
34	24	0.08
34	25	0.08
34	26	0.08
34	27	0.08
34	28	0.08
34	29	0.08
34	30	0.08
34	31	0.08
34	32	0.08
34	33	0.08
34	34	0.08
35	0	0.08
35	1	0.08
35	2	0.08
35	3	0.08
35	4	0.08
35	5	0.08
35	6	0.08
35	7	0.08
35	8	0.08
35	9	0.08
35	10	0.08
35	11	0.08
35	12	0.08
35	13	0.08
35	14	0.08
35	15	0.08
35	16	0.08
35	17	0.08
35	18	0.08
35	19	0.08
35	20	0.08
35	21	0.08
35	22	0.08
35	23	0.08
35	24	0.08
35	25	0.08
35	26	0.08
35	27	0.08
35	28	0.08
35	29	0.08
35	30	0.08
35	31	0.08
35	32	0.08
35	33	0.08
35	34	0.08
35	35	0.08
36	0	0.08
36	1	0.08
36	2	0.08
36	3	0.08
36	4	0.08
36	5	0.08
36	6	0.08
36	7	0.08
36	8	0.08
36	9	0.08
36	10	0.08
36	11	0.08
36	12	0.08
36	13	0.08
36	14	0.08
36	15	0.08
36	16	0.08
36	17	0.08
36	18	0.08
36	19	0.08
36	20	0.08
36	21	0.08
36	22	0.08
36	23	0.08
36	24	0.08
36	25	0.08
36	26	0.08
36	27	0.08
36	28	0.08
36	29	0.08
36	30	0.08
36	31	0.08
36	32	0.08
36	33	0.08
36	34	0.08
36	35	0.08
36	36	0.08
37	0	0.08
37	1	0.08
37	2	0.08
37	3	0.08
37	4	0.08
37	5	0.08
37	6	0.08
37	7	0.08
37	8	0.08
37	9	0.08
37	10	0.08
37	11	0.08
37	12	0.08
37	13	0.08
37	14	0.08
37	15	0.08
37	16	0.08
37	17	0.08
37	18	0.08
37	19	0.08
37	20	0.08
37	21	0.08
37	22	0.08
