id,created_at,_keywords,platform,geo_lat,geo_lon,place,country,tweet_in_reply_to_id,retweet_count,favourite_count,user_id,user_screen_name,user_name,user_location,user_geoenabled,user_followers_count,user_friends_count,text
6.06E+17,Wed Jun 03 23:41:07 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",43.03822659,-87.94340014,"Milwaukee, WI",United States,16726631,0,1,221138338,SchroederSpeak,John Schroeder,,TRUE,537,642,"@fm1021 Soundcheck Session w/@twentyonepilots (at @The_Rave / Eagles Club in Milwaukee, WI) http://t.co/BgHLm6n4RY http://t.co/uc25aGO7oh"
6.06E+17,Wed Jun 03 23:38:09 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",34.04836,-84.59876,"Kennesaw, GA",United States,,0,0,13871082,wfowlkes,Will Fowlkes,"Kennesaw, GA, USA",TRUE,1537,1999,"Working out with Zac! (at @Youfit Health Clubs in Kennesaw, GA) http://t.co/bAfWPGHlox"
6.06E+17,Wed Jun 03 23:38:04 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",42.51983886,-92.45546977,"Cedar Falls, IA",United States,,0,0,14852278,Naanad,Naanad,"Cedar Falls, United States",TRUE,560,730,"Time for some R &amp; R! (@ Perdition's Gate in Cedar Falls, IA) http://t.co/16yuC9bG7N"
6.06E+17,Wed Jun 03 23:37:49 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",28.00430463,-82.4481944,"Tampa, FL",United States,,0,0,15818129,GaytorKen1,Ken Key,"ÜT: 27.993974,-82.453021",TRUE,476,884,"I'm at Ken &amp; Dave's Bucs Oasis in Tampa, FL http://t.co/QyJTaXy0Vt"
6.06E+17,Wed Jun 03 23:36:21 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",43.08281403,-88.36283473,"Hartland, WI",United States,,0,0,15674417,charlesrathmann,charlesrathmann,"Hartland, WI",TRUE,552,1006,"I'm at Hartland Conservatory of Music in Delafield, WI http://t.co/G6wXIo2KDI"
6.06E+17,Wed Jun 03 23:34:41 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",40.26326791,-80.13151003,"Thompsonville, PA",United States,,0,0,2512640725,kopitarus,Shelby,The 412 via the 716.,TRUE,158,463,"I'm at @PaneraBread in Canonsburg, PA http://t.co/yrDQ0Ef8vE"
6.06E+17,Wed Jun 03 23:34:16 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",41.91036943,-87.68813737,"Chicago, IL",United States,,0,0,26016096,Chandlershere,Chandler Collins,"Logan Square, Chicago ",TRUE,296,406,"I'm at @RangoliFeast in Chicago, IL http://t.co/XnBzYw7oA1"
6.06E+17,Wed Jun 03 23:29:12 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",33.58446814,-111.9231212,"Scottsdale, AZ",United States,,0,0,15285490,OliviaWilder,Olivia Wilder,AZ and CA,TRUE,7820,2209,I'm at Harkins Theatres Shea 14 for The 100 Year Old Man Who Climbed Out the Window and Disappeared http://t.co/KRtzMdGlzk
6.06E+17,Wed Jun 03 23:25:31 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",44.90976201,-89.59685305,"Weston, WI",United States,,0,0,1315714668,cl_hutton,Carrie Hutton,Wausau,TRUE,342,829,"Monthly GNO time. (@ Basil in Weston, WI) http://t.co/rZ2OljHAiQ"
6.06E+17,Wed Jun 03 23:24:25 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",37.78239808,-122.3928644,"San Francisco, CA",United States,,0,1,14342000,rachelking,Rachel King,"San Francisco, CA",TRUE,7767,1857,The split pea soup is delicious...but very small for $6. (@ The American Grilled Cheese Kitchen - @theamericansf) http://t.co/XiSQcKFKLQ
6.06E+17,Wed Jun 03 23:05:41 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",41.62928911,-93.7076053,"Urbandale, IA",United States,,0,0,481689297,Dok_Kang,Keith King,Soybean Fields of Iowa,TRUE,175,258,"Seat shopping. (at @BikeWorldIowa in Urbandale, IA) http://t.co/XY4Gr6Ug10"
6.06E+17,Wed Jun 03 23:05:25 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",41.94880124,-87.64970477,"Chicago, IL",United States,,0,0,14823775,alfiemartin,Alfie Martin,"Chicago, IL (Humboldt Park)",TRUE,382,1363,"is ready for the  CTA public hearing, Red and Purple Line Bypass to start at 25 minutes. (at @CenteronHalsted) http://t.co/HhNfyqlcDe"
6.06E+17,Wed Jun 03 23:03:02 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",40.76583286,-73.96928876,"Manhattan, NY",United States,,0,0,366689740,DofMidniSociety,Midnight Society Ent,Detroit|Nashville|Raleigh-Durh,TRUE,317,548,"I'm at Club Macanudo in New York, NY http://t.co/3pL9nId5Ep"
6.06E+17,Wed Jun 03 23:01:58 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",33.60417461,-117.884182,"Newport Beach, CA",United States,,0,1,1403851,gogman,gogman,"Newport Beach, CA",TRUE,381,553,"What a nice day. (@ Balboa Yacht Club in Corona del Mar, CA) http://t.co/6TsWSBZ9AI"
6.06E+17,Wed Jun 03 23:01:14 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",34.14736412,-118.2552976,"California, USA",United States,,0,0,113112785,EliMendez23,Σlí ♏éndez Borja,"Mid-City LA, CA",TRUE,162,309,"I'm at @OliveGarden in Glendale, CA http://t.co/v30r5qnf4h"
6.06E+17,Wed Jun 03 22:56:51 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",40.71563104,-74.28555965,"Union, NJ",United States,,0,0,105950874,iamosomarvelous,O'So Marvelous,New York City,TRUE,4516,36,"I love the cheesesese. Pizza. Well I shop. For nothing I need. Lol (@ Target in Vauxhall, NJ) http://t.co/ns2AjOZfOJ"
6.06E+17,Wed Jun 03 22:52:51 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",25.67011916,-80.37692647,"Kendall, FL",United States,,0,0,781562,mklopez,Miguel Lopez,"Miami, FL",TRUE,4572,3608,"I'm at Sable Chase Park in Miami, FL http://t.co/qOuVsRC5Lq"
6.06E+17,Wed Jun 03 22:46:30 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",38.80898165,-94.89234924,"Gardner, KS",United States,,0,0,22061944,curtiswsmith,Curt Smith,"Gardner, KS",TRUE,573,433,"I'm at @Walmart Supercenter in Gardner, KS http://t.co/xdScGmiWcs"
